A,HA_GE250,HLD,FI	100 	140 	190 	290 	370 	630 	: 
A,HA_GE250,HLD,FR	8400 	9200 	10750 	11740 	12770 	15030 	16420 
A,HA_GE250,HLD,HR	: 	130 	180 	280 	280 	300 	270 
A,HA_GE250,HLD,HU	2340 	2410 	2830 	2990 	3310 	3720 	3750 
A,HA_GE250,HLD,IE	300 	330 	430 	420 	430 	540 	: 
A,HA_GE250,HLD,IS	: 	: 	1470 	: 	: 	1260 	: 
A,HA_GE250,HLD,IT	2790 	2780 	2970 	2900 	2800 	3170 	: 
A,HA_GE250,HLD,LT	790 	970 	1180 	1420 	1550 	1740 	1800 i
A,HA_GE250,HLD,LU	20 	20 	20 	30 	30 	40 	50 
A,HA_GE250,HLD,LV	580 	720 	930 	1120 	1250 	1450 	: 
A,HA_GE250,HLD,ME	: 	: 	80 	: 	: 	: 	: 
A,HA_GE250,HLD,MK	: 	: 	: 	40 	: 	: 	: 
A,HA_GE250,HLD,NL	160 	140 	190 	180 	190 	260 	280 
A,HA_GE250,HLD,NO	10 	10 	20 	30 	30 	40 	: 
A,HA_GE250,HLD,PL	2920 	2950 	3300 	3220 	3150 	3490 	: 
A,HA_GE250,HLD,PT	2520 	2440 	2720 	2590 	2630 	2910 	2820 
A,HA_GE250,HLD,RO	5310 	5300 	7010 	6770 	6600 	6780 	6450 
A,HA_GE250,HLD,RS	: 	: 	530 	: 	: 	: 	: 
A,HA_GE250,HLD,SE	1290 	1370 	1530 	1740 	1980 	2280 	2450 
A,HA_GE250,HLD,SI	40 	30 	30 	30 	30 	30 	: 
A,HA_GE250,HLD,SK	1370 	1430 	1450 	1470 	1540 	1560 	1560 
A,HA_GE250,HLD,UK	10330 	10490 	10970 	11470 	11600 	: 	: 
A,HA_GT0_LT2,HLD,AT	18180 	19130 	16160 	14580 	13620 	7300 	5550 
A,HA_GT0_LT2,HLD,BE	6590 	5740 	4270 	1600 	1210 	1180 	: 
A,HA_GT0_LT2,HLD,BG	456620 	417390 	294960 	183640 	129910 	57250 	44060 i
A,HA_GT0_LT2,HLD,CH	3980 	4080 	3840 	: 	3340 	3240 	: 
A,HA_GT0_LT2,HLD,CY	30970 	27250 	28710 	26300 	26210 	24000 	23160 
A,HA_GT0_LT2,HLD,CZ	14170 	12550 	1980 	2700 	2710 	4110 	4690 
